index,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
869,Air_India,AI-506,Delhi,Morning,one,Night,Mumbai,Economy,11.33,6,12150
870,Air_India,AI-504,Delhi,Night,one,Morning,Mumbai,Economy,11.33,6,12150
871,Air_India,AI-803,Delhi,Early_Morning,one,Night,Mumbai,Economy,14.92,6,12150
872,Air_India,AI-807,Delhi,Evening,one,Morning,Mumbai,Economy,15.25,6,12150
873,Air_India,AI-502,Delhi,Afternoon,one,Morning,Mumbai,Economy,19.08,6,12150
874,Air_India,AI-506,Delhi,Morning,one,Morning,Mumbai,Economy,22.83,6,12150
875,Air_India,AI-803,Delhi,Early_Morning,one,Morning,Mumbai,Economy,26.42,6,12150
876,Air_India,AI-9857,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,7.25,6,12298
877,SpiceJet,SG-3002,Delhi,Early_Morning,one,Morning,Mumbai,Economy,4.25,6,12360
878,Air_India,AI-9915,Delhi,Evening,one,Afternoon,Mumbai,Economy,21.25,6,12518
879,Vistara,UK-833,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,7.33,6,12990
880,Vistara,UK-835,Delhi,Evening,one,Morning,Mumbai,Economy,15.75,6,12990
881,Vistara,UK-737,Delhi,Afternoon,one,Night,Mumbai,Economy,7.58,6,13095
882,Vistara,UK-835,Delhi,Evening,one,Morning,Mumbai,Economy,13.08,6,13095
883,Vistara,UK-833,Delhi,Early_Morning,one,Night,Mumbai,Economy,15.42,6,13095
884,Vistara,UK-837,Delhi,Evening,one,Morning,Mumbai,Economy,15.58,6,13095
885,Indigo,6E-369,Delhi,Night,one,Morning,Mumbai,Economy,10.42,6,12833
886,Vistara,UK-839,Delhi,Afternoon,one,Night,Mumbai,Economy,9.08,6,13200
887,Air_India,AI-540,Delhi,Night,one,Morning,Mumbai,Economy,11.42,6,12990
888,Air_India,AI-537,Delhi,Evening,one,Morning,Mumbai,Economy,15.83,6,12990
889,Air_India,AI-762,Delhi,Night,one,Afternoon,Mumbai,Economy,16.17,6,12990
890,Vistara,UK-707,Delhi,Evening,one,Night,Mumbai,Economy,6,6,13410
891,Vistara,UK-705,Delhi,Early_Morning,one,Night,Mumbai,Economy,16,6,13725
892,Vistara,UK-747,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,6.5,6,13830
893,Vistara,UK-673,Delhi,Afternoon,one,Evening,Mumbai,Economy,5,6,13988
894,Vistara,UK-727,Delhi,Night,one,Afternoon,Mumbai,Economy,16.5,6,14355
895,Vistara,UK-705,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,5.5,6,14565
896,Air_India,AI-764,Delhi,Evening,one,Afternoon,Mumbai,Economy,19.5,6,14250
897,Indigo,6.00E-181,Delhi,Early_Morning,one,Morning,Mumbai,Economy,4.83,6,14255
898,SpiceJet,SG-339,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,21.08,6,14328
899,Air_India,AI-762,Delhi,Night,one,Night,Mumbai,Economy,23.83,6,14355
900,Vistara,UK-747,Delhi,Early_Morning,one,Night,Mumbai,Economy,13.83,6,14880
901,Air_India,AI-465,Delhi,Evening,one,Night,Mumbai,Economy,6.25,6,14670
902,Air_India,AI-512,Delhi,Afternoon,one,Night,Mumbai,Economy,8.92,6,14670
903,Air_India,AI-406,Delhi,Morning,one,Afternoon,Mumbai,Economy,4.83,6,14775
904,Air_India,AI-401,Delhi,Early_Morning,one,Night,Mumbai,Economy,13.25,6,14775
905,Air_India,AI-839,Delhi,Night,one,Night,Mumbai,Economy,26.5,6,14880
906,Vistara,UK-705,Delhi,Early_Morning,one,Night,Mumbai,Economy,12.83,6,15615
907,Air_India,AI-429,Delhi,Morning,one,Afternoon,Mumbai,Economy,30.08,6,15405
908,Air_India,AI-764,Delhi,Evening,one,Night,Mumbai,Economy,27.17,6,15615
909,Indigo,6E-607,Delhi,Night,one,Morning,Mumbai,Economy,10.17,6,15720
910,Air_India,AI-885,Delhi,Morning,one,Night,Mumbai,Economy,11.5,6,17925
911,Air_India,AI-885,Delhi,Morning,one,Night,Mumbai,Economy,10.92,6,18765
912,Air_India,AI-885,Delhi,Morning,one,Evening,Mumbai,Economy,5.67,6,19500
913,Air_India,AI-423,Delhi,Early_Morning,one,Evening,Mumbai,Economy,12.58,6,20445
914,Air_India,AI-540,Delhi,Night,one,Evening,Mumbai,Economy,20.42,6,21180
915,Air_India,AI-537,Delhi,Evening,one,Evening,Mumbai,Economy,24.83,6,21180
916,Air_India,AI-429,Delhi,Morning,one,Evening,Mumbai,Economy,7.25,6,22755
917,Air_India,AI-439,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11,6,22755
918,Vistara,UK-847,Delhi,Morning,one,Afternoon,Mumbai,Economy,27.58,6,23700
919,SpiceJet,SG-8709,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,7,5953
920,SpiceJet,SG-1089,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.25,7,5953
921,SpiceJet,SG-8803,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.25,7,5953
922,SpiceJet,SG-1061,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.33,7,5953
923,SpiceJet,SG-8157,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.33,7,5953
924,SpiceJet,SG-1063,Delhi,Evening,zero,Night,Mumbai,Economy,2.33,7,5953
925,SpiceJet,SG-8169,Delhi,Evening,zero,Night,Mumbai,Economy,2.33,7,5953
926,Vistara,UK-981,Delhi,Night,zero,Night,Mumbai,Economy,2,7,5955
927,Vistara,UK-927,Delhi,Morning,zero,Morning,Mumbai,Economy,2.08,7,5955
928,Vistara,UK-975,Delhi,Early_Morning,zero,Early_Morning,Mumbai,Economy,2.17,7,5955
929,Vistara,UK-993,Delhi,Afternoon,zero,Afternoon,Mumbai,Economy,2.17,7,5955
930,Vistara,UK-951,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.17,7,5955
931,Vistara,UK-933,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.17,7,5955
932,Vistara,UK-985,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,7,5955
933,Vistara,UK-953,Delhi,Night,zero,Night,Mumbai,Economy,2.17,7,5955
934,Vistara,UK-943,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.25,7,5955
935,Vistara,UK-995,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.25,7,5955
936,Vistara,UK-963,Delhi,Morning,zero,Morning,Mumbai,Economy,2.33,7,5955
937,Vistara,UK-945,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.33,7,5955
938,Vistara,UK-941,Delhi,Evening,zero,Evening,Mumbai,Economy,2.33,7,5955
939,Vistara,UK-955,Delhi,Evening,zero,Night,Mumbai,Economy,2.33,7,5955
940,Vistara,UK-977,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,7,6060
941,GO_FIRST,G8-392,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.25,7,5954
942,GO_FIRST,G8-346,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,7,5954
943,GO_FIRST,G8-330,Delhi,Night,zero,Night,Mumbai,Economy,2.25,7,5954
944,GO_FIRST,G8-338,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.33,7,5954
945,GO_FIRST,G8-323,Delhi,Evening,zero,Night,Mumbai,Economy,2.33,7,5954
946,Indigo,6E-2054,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,7,5955
947,Indigo,6E-5001,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,7,5955
948,Indigo,6E-5041,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,7,5955
949,Indigo,6E-2137,Delhi,Night,zero,Late_Night,Mumbai,Economy,2.17,7,5955
950,Indigo,6E-6722,Delhi,Night,zero,Night,Mumbai,Economy,2.25,7,5955
951,Indigo,6.00E-218,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.33,7,5955
952,Air_India,AI-868,Delhi,Evening,zero,Evening,Mumbai,Economy,2,7,5955
953,Air_India,AI-887,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.08,7,5955
954,Air_India,AI-665,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,7,5955
955,Air_India,AI-865,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.17,7,5955
956,Air_India,AI-805,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,7,5955
957,Air_India,AI-678,Delhi,Morning,zero,Morning,Mumbai,Economy,2.25,7,5955
958,Air_India,AI-624,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,7,5955
959,GO_FIRST,G8-165,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,8,7,5954
960,GO_FIRST,G8-199,Delhi,Afternoon,two_or_more,Night,Mumbai,Economy,8.58,7,5954
961,GO_FIRST,G8-191,Delhi,Morning,one,Evening,Mumbai,Economy,8.92,7,5954
962,GO_FIRST,G8-237,Delhi,Afternoon,one,Night,Mumbai,Economy,9.25,7,5954
963,GO_FIRST,G8-266,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11.75,7,5954
964,GO_FIRST,G8-103,Delhi,Evening,one,Early_Morning,Mumbai,Economy,12.33,7,5954
965,GO_FIRST,G8-719,Delhi,Early_Morning,one,Night,Mumbai,Economy,14.25,7,5954
966,GO_FIRST,G8-101,Delhi,Early_Morning,one,Night,Mumbai,Economy,14.5,7,5954
967,GO_FIRST,G8-119,Delhi,Evening,one,Morning,Mumbai,Economy,15.17,7,5954
968,GO_FIRST,G8-113,Delhi,Early_Morning,one,Night,Mumbai,Economy,15.75,7,5954
969,Air_India,AI-636,Delhi,Afternoon,one,Evening,Mumbai,Economy,3.5,7,5955
970,Air_India,AI-441,Delhi,Evening,one,Night,Mumbai,Economy,3.75,7,5955
971,SpiceJet,SG-2976,Delhi,Evening,one,Night,Mumbai,Economy,4.5,7,5955
972,Indigo,6E-2083,Delhi,Early_Morning,one,Morning,Mumbai,Economy,5.42,7,5955
973,Indigo,6E-5018,Delhi,Afternoon,one,Night,Mumbai,Economy,10.33,7,5955
974,SpiceJet,SG-2976,Delhi,Evening,one,Morning,Mumbai,Economy,15.25,7,5955
975,SpiceJet,SG-8483,Delhi,Evening,one,Early_Morning,Mumbai,Economy,13.25,7,6060
976,Indigo,6E-549,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.25,7,6165
977,Indigo,6E-5328,Delhi,Morning,zero,Morning,Mumbai,Economy,2.5,7,6165
978,AirAsia,I5-764,Delhi,Early_Morning,zero,Early_Morning,Mumbai,Economy,2.17,7,6349
979,GO_FIRST,G8-334,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,7,6532
980,GO_FIRST,G8-336,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.25,7,6532
981,Indigo,6E-6202,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.17,7,6585
982,Indigo,6E-2046,Delhi,Evening,zero,Evening,Mumbai,Economy,2.17,7,6585
983,Indigo,6E-2097,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,7.58,7,6638
984,Indigo,6E-2092,Delhi,Evening,one,Night,Mumbai,Economy,5.33,7,6932
985,Indigo,6.00E-282,Delhi,Morning,two_or_more,Evening,Mumbai,Economy,9.67,7,6953
986,Indigo,6E-6278,Delhi,Morning,zero,Morning,Mumbai,Economy,2.33,7,7110
987,Air_India,AI-481,Delhi,Morning,one,Night,Mumbai,Economy,14.75,7,7468
988,Air_India,AI-435,Delhi,Early_Morning,one,Night,Mumbai,Economy,17.5,7,7468
989,Vistara,UK-627,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,26.67,7,8948
990,Vistara,UK-637,Delhi,Evening,one,Morning,Mumbai,Economy,18.33,7,9105
991,Vistara,UK-706,Delhi,Afternoon,one,Morning,Mumbai,Economy,21.83,7,9105
992,GO_FIRST,G8-717,Delhi,Evening,one,Night,Mumbai,Economy,4.75,7,8869
993,AirAsia,I5-773,Delhi,Evening,one,Early_Morning,Mumbai,Economy,11.67,7,8869
994,Air_India,AI-9887,Delhi,Early_Morning,one,Night,Mumbai,Economy,15.17,7,9000
995,Air_India,AI-469,Delhi,Early_Morning,one,Night,Mumbai,Economy,17.83,7,9000
996,Air_India,AI-9643,Delhi,Evening,one,Afternoon,Mumbai,Economy,20.83,7,9053
997,Indigo,6E-369,Delhi,Night,one,Morning,Mumbai,Economy,10.42,7,9263
998,Air_India,AI-531,Delhi,Evening,one,Night,Mumbai,Economy,24.75,7,9315
999,Indigo,6E-2168,Delhi,Evening,one,Night,Mumbai,Economy,4.42,7,9373
